name,city,state,country,postal_code,latitude,longitude,line1,iata_code
Northwest Florida Beaches International Airport,Panama City,FL,US,32409,30.357106,-85.795414,Northwest Florida Beaches International Airport,ECP
San Bernardino International Airport,San Bernardino,CA,US,92408,34.09540176,-117.2350006,San Bernardino International Airport,SBD
San Carlos Airport,San Carlos,CA,US,94070,37.51190186,-122.25,San Carlos Airport,SQL
Rocky Mount Wilson Regional Airport,Rocky Mount,NC,US,27803,35.85630035,-77.89189911,Rocky Mount Wilson Regional Airport,RWI
Whittier Airport,Whittier,AK,US,99693,60.77719879,-148.7220001,Whittier Airport,\N
Soldotna Airport,Soldotna,AK,US,99669,60.47570038,-151.0339966,Soldotna Airport,SXQ
Gillespie Field,El Cajon,CA,US,92020,32.82619858,-116.9720001,Gillespie Field,SEE
San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,California,US,,33.02270126,-118.5879974,San Clemente Island Naval Auxiliary Landing Field,\N
Truckee Tahoe Airport,Truckee,CA,US,96161,39.31999969,-120.1399994,Truckee Tahoe Airport,TKF
Cobb County-Mc Collum Field,Atlanta,GA,US,30144,34.01319885,-84.59860229,Cobb County-Mc Collum Field,RYY
Dell Flight Strip,Dell,MT,US,59725,44.7356987,-112.7200012,Dell Flight Strip,4U9
Mission Field,Livingston-Montana,MT,US,59047,45.69940186,-110.447998,Mission Field,LVM
Big Timber Airport,Big Timber,MT,US,59011,45.8064003,-109.9810028,Big Timber Airport,6S0
Tulip City Airport,Holland,MI,US,49423,42.74290085,-86.10739899,Tulip City Airport,BIV
Monument Valley Airport,Monument Valley,UT,US,84536,37.01670074,-110.2009964,Monument Valley Airport,\N
Lakeland Linder Regional Airport,Lakeland,FL,US,33811,27.98889923,-82.01860046,Lakeland Linder Regional Airport,LAL
Indianola Municipal Airport,New York,MS,US,38751,33.485699,-90.678902,Indianola Municipal Airport,IDL
French Valley Airport,Murrieta-Temecula,CA,US,92563,33.57419968,-117.1279984,French Valley Airport,RBK
Carl R Keller Field,Port Clinton,OH,US,43452,41.5163002,-82.86869812,Carl R Keller Field,PCW
Dayton-Wright Brothers Airport,Dayton,OH,US,45342,39.5890007,-84.22489929,Dayton-Wright Brothers Airport,MGY
Richmond Municipal Airport,Richmond,IN,US,47374,39.75719833,-84.84279633,Richmond Municipal Airport,RID
Findlay Airport,Findley,OH,US,45840,41.01350021,-83.66870117,Findlay Airport,FDY
Black Hills Airport-Clyde Ice Field,Spearfish-South Dakota,SD,US,57783,44.4803009,-103.7829971,Black Hills Airport-Clyde Ice Field,SPF
Olive Branch Airport,Olive Branch,MS,US,38654,34.97869873,-89.78690338,Olive Branch Airport,OLV
Rocky Mountain Metropolitan Airport,Broomfield-CO,CO,US,80021,39.90879822,-105.1169968,Rocky Mountain Metropolitan Airport,BJC
Salem Municipal Airport/McNary Field,Salem,OR,US,97302,44.90950012,-123.0029984,Salem Municipal Airport/McNary Field,SLE
Tunica Municipal Airport,Tunica,MS,US,38676,34.68099976,-90.34670258,Tunica Municipal Airport,UTM
Lawrence J Timmerman Airport,Milwaukee,WI,US,53225,43.11040115,-88.03440094,Lawrence J Timmerman Airport,MWC
Southern Wisconsin Regional Airport,Janesville,WI,US,53546,42.62030029,-89.04160309,Southern Wisconsin Regional Airport,JVL
Arlington Municipal Airport,Arlington,TX,US,76018,32.66389847,-97.09429932,Arlington Municipal Airport,GKY
Gwinnett County Briscoe Field,Lawrenceville,GA,US,30043,33.97809982,-83.96240234,Gwinnett County Briscoe Field,LZU
Bowling Green Warren County Regional Airport,Bowling Green,KY,US,42103,36.96450043,-86.41970062,Bowling Green Warren County Regional Airport,BWG
Richard Lloyd Jones Jr Airport,Tulsa,OK,US,74132,36.03960037,-95.98459625,Richard Lloyd Jones Jr Airport,RVS
Bryce Canyon Airport,Bryce Canyon,Utah,US,,37.70640183,-112.1449966,Bryce Canyon Airport,BCE
Burlington Alamance Regional Airport,Burlington,NC,US,27215,36.04850006,-79.47489929,Burlington Alamance Regional Airport,\N
New Century Aircenter Airport,Olathe,KS,US,66030,38.83089828,-94.89029694,New Century Aircenter Airport,JCI
Easton Newnam Field,Easton,MD,US,21601,38.80419922,-76.06900024,Easton Newnam Field,ESN
Yuba County Airport,Yuba City,CA,US,95961,39.09780121,-121.5699997,Yuba County Airport,MYV
Halliburton Field,Duncan,OK,US,73533,34.47090149,-97.9598999,Halliburton Field,DUC
Garner Field,Uvalde,TX,US,78801,29.2112999,-99.74359894,Garner Field,UVA
Lewis University Airport,Lockport,IL,US,60446,41.6072998,-88.09619904,Lewis University Airport,LOT
Buchanan Field,Concord,CA,US,94520,37.98970032,-122.0569992,Buchanan Field,CCR
Ocean Reef Club Airport,Ocean Reef Club Airport,FL,US,33037,25.3253994,-80.27480316,Ocean Reef Club Airport,OCA
Ohio University Snyder Field,Athens,OH,US,45710,39.21099854,-82.23139954,Ohio University Snyder Field,\N
Springfield-Beckley Municipal Airport,Springfield,OH,US,45502,39.84030151,-83.84020233,Springfield-Beckley Municipal Airport,SGH
Philip Billard Municipal Airport,Topeka,KS,US,66616,39.06869888,-95.62249756,Philip Billard Municipal Airport,TOP
Benson Airstrip,Uvalde,TX,US,78801,29.22940063,-99.82389832,Benson Airstrip,\N
Rough River State Park Airport,Null,KY,US,40119,37.610022,-86.507262,Rough River State Park Airport,\N
Smyrna Airport,Smyrna,TN,US,37167,36.00899887,-86.52010345,Smyrna Airport,\N
Franklin County Airport,Sewanee,TN,US,37375,35.20510101,-85.89810181,Franklin County Airport,\N
Collin County Regional At Mc Kinney Airport,DALLAS,TX,US,75069,33.17789841,-96.59049988,Collin County Regional At Mc Kinney Airport,TKI
Chicago Executive Airport,Chicago-Wheeling,IL,US,60090,42.114222,-87.901494,Chicago Executive Airport,PWK
Southwest Washington Regional Airport,Kelso,WA,US,98626,46.11800003,-122.8980026,Southwest Washington Regional Airport,KLS
Wilmington Airpark,Wilmington,OH,US,45177,39.42789841,-83.792099,Wilmington Airpark,ILN
Marana Regional Airport,Tucson,AZ,US,85653,32.4095993,-111.2180023,Marana Regional Airport,AVW
Casa Grande Municipal Airport,Casa Grande,AZ,US,85122,32.954899,-111.766998,Casa Grande Municipal Airport,CGZ
Mobile Airport,Mobile,AZ,US,85239,33.11190033,-112.2689972,Mobile Airport,\N
Buckeye Municipal Airport,Buckeye,AZ,US,85326,33.42039871,-112.685997,Buckeye Municipal Airport,BXK
Gila Bend Municipal Airport,Gila Bend,AZ,US,85337,32.95809937,-112.6780014,Gila Bend Municipal Airport,E63
McMinn County Airport,Athens,TN,US,37303,35.39730072,-84.56259918,McMinn County Airport,MMI
Sterling Municipal Airport,Sterling,CO,US,80751,40.61529922,-103.2649994,Sterling Municipal Airport,STK
Rawlins Municipal Airport/Harvey Field,Rawlins,WY,US,82301,41.80559921,-107.1999969,Rawlins Municipal Airport/Harvey Field,RWL
Essex County Airport,Caldwell,NJ,US,07004,40.87519836,-74.28140259,Essex County Airport,CDW
Lee C Fine Memorial Airport,Kaiser Lake Ozark,MO,US,65017,38.09600067,-92.54949951,Lee C Fine Memorial Airport,AIZ
Thomasville Regional Airport,Thomasville,GA,US,31757,30.90159988,-83.88130188,Thomasville Regional Airport,TVI
Henderson Executive Airport,Henderson,NV,US,89052,35.97280121,-115.1340027,Henderson Executive Airport,HSH
Henry Tift Myers Airport,Tifton,GA,US,31794,31.42900085,-83.4885025,Henry Tift Myers Airport,TMA
Phoenix Deer Valley Airport,Phoenix ,AZ,US,85027,33.68830109,-112.0830002,Phoenix Deer Valley Airport,DVT
Republic Airport,Farmingdale,NY,US,11735,40.72880173,-73.41339874,Republic Airport,\N
South Texas Regional Airport at Hondo,Hondo,TX,US,78861,29.35950089,-99.17669678,South Texas Regional Airport at Hondo,HDO
McKinley National Park Airport,McKinley Park,AK,US,99755,63.73260117,-148.9109955,McKinley National Park Airport,MCL
Lake Hood Seaplane Base,Anchorage,AK,US,99502,61.18000031,-149.9720001,Lake Hood Seaplane Base,LHD
Prospect Creek Airport,Prospect Creek,AK,US,,66.81410217,-150.6439972,Prospect Creek Airport,PPC
Wheeling Ohio County Airport,Wheeling,WV,US,26003,40.17499924,-80.64630127,Wheeling Ohio County Airport,HLG
Fitzgerald Municipal Airport,Fitzgerald,GA,US,31750,31.68370056,-83.27050018,Fitzgerald Municipal Airport,FZG
Aransas County Airport,Rockport,TX,US,78382,28.08679962,-97.04460144,Aransas County Airport,RKP
Crisp County Cordele Airport,Cordele,GA,US,31015,31.98880005,-83.77390289,Crisp County Cordele Airport,CKF
Ormond Beach Municipal Airport,Ormond Beach,FL,US,32174,29.30060005,-81.11360168,Ormond Beach Municipal Airport,OMN
Portland Troutdale Airport,Troutdale,OR,US,97060,45.54940033,-122.401001,Portland Troutdale Airport,TTD
Portland Hillsboro Airport,Hillsboro,OR,US,97124,45.540401,-122.949997,Portland Hillsboro Airport,HIO
One Police Plaza Heliport,New York,NY,US,10038,40.71260071,-73.99960327,One Police Plaza Heliport,\N
Bend Municipal Airport,Bend,OR,US,97701,44.09479904,-121.2009964,Bend Municipal Airport,\N
Christmas Valley Airport,Christmas Valley,OR,US,97641,43.23649979,-120.6660004,Christmas Valley Airport,\N
Burns Municipal Airport,Burns,OR,US,97720,43.59189987,-118.9550018,Burns Municipal Airport,\N
Prineville Airport,Prineville,OR,US,97754,44.28699875,-120.9039993,Prineville Airport,\N
Red Bluff Municipal Airport,Red Bluff,CA,US,96080,40.15069962,-122.2519989,Red Bluff Municipal Airport,\N
Marin County Airport - Gnoss Field,Novato,CA,US,94945,38.14360046,-122.5559998,Marin County Airport - Gnoss Field,\N
Lake County Airport,Lakeview,OR,US,97630,42.16109848,-120.3990021,Lake County Airport,\N
Tillamook Airport,Tillamook,OR,US,97141,45.41820145,-123.814003,Tillamook Airport,\N
Ontario Municipal Airport,Ontario,OR,US,97914,44.02050018,-117.0139999,Ontario Municipal Airport,\N
Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,WA,US,98617,45.61849976,-121.1669998,Columbia Gorge Regional the Dalles Municipal Airport,\N
Montgomery County Airpark,Gaithersburg,MD,US,20879,39.16830063,-77.16600037,Montgomery County Airpark,GAI
Charlevoix Municipal Airport,Charelvoix,MI,US,49720,45.30479813,-85.27480316,Charlevoix Municipal Airport,CVX
Flagler County Airport,Flagler,FL,US,32164,29.4673996,-81.20629883,Flagler County Airport,XFL
Morrisville Stowe State Airport,Morrisville,VT,US,05661,44.5345993,-72.61399841,Morrisville Stowe State Airport,MVL
Dallas Executive Airport,Dallas,TX,US,75237,32.68090057,-96.86820221,Dallas Executive Airport,RBD
Westerly State Airport,Washington County,RI,US,02891,41.34960175,-71.80339813,Westerly State Airport,WST
Block Island State Airport,Block Island,RI,US,02807,41.16809845,-71.57779694,Block Island State Airport,BID
Nightmute Airport,Nightmute,AK,US,99690,60.47100067,-164.701004,Nightmute Airport,NME
Toksook Bay Airport,Toksook Bay,AK,US,99637,60.54140091,-165.0870056,Toksook Bay Airport,OOK
Decatur County Industrial Air Park,Bainbridge,GA,US,39817,30.9715004,-84.63739777,Decatur County Industrial Air Park,BGE
Silver Springs Airport,Silver Springs,NV,US,89429,39.40299988,-119.2509995,Silver Springs Airport,SPZ
Whiteman Airport,Los Angeles,CA,US,91331,34.25930023,-118.413002,Whiteman Airport,WHP
Madera Municipal Airport,Madera,CA,US,93637,36.98860168,-120.1119995,Madera Municipal Airport,MAE
Apalachicola Regional Airport,Apalachicola,FL,US,32320,29.72750092,-85.02749634,Apalachicola Regional Airport,AAF
Douglas Municipal Airport,Douglas,GA,US,31535,31.47669983,-82.86049652,Douglas Municipal Airport,DQH
St Lucie County International Airport,Fort Pierce,FL,US,34946,27.49510002,-80.36830139,St Lucie County International Airport,FRP
Taunton Municipal King Field,Taunton,MA,US,02718,41.87440109,-71.01660156,Taunton Municipal King Field,TAN
Plymouth Municipal Airport,Plymouth,MA,US,02360,41.9090004,-70.72879791,Plymouth Municipal Airport,PYM
Quonset State Airport,North Kingstown,RI,US,02852,41.5970993,-71.41210175,Quonset State Airport,OQU
Norwood Memorial Airport,Norwood,MA,US,02062,42.19049835,-71.17289734,Norwood Memorial Airport,OWD
Barnes Municipal Airport,Westfield,MA,US,01085,42.157799,-72.715599,Barnes Municipal Airport,BAF
Windham Airport,Willimantic,CT,US,06256,41.74399948,-72.18029785,Windham Airport,IJD
Orange County Airport,Montgomery,NY,US,12549,41.50999832,-74.26460266,Orange County Airport,MGJ
Capital City Airport,Harrisburg,PA,US,17057,40.21709824,-76.85150146,Capital City Airport,CXY
Marshfield Municipal George Harlow Field,Marshfield,MA,US,02050,42.09830093,-70.67220306,Marshfield Municipal George Harlow Field,GHG
Danbury Municipal Airport,Danbury,CT,US,06810,41.37149811,-73.48220062,Danbury Municipal Airport,DXR
Boire Field,Nashua,NH,US,03063,42.78170013,-71.51480103,Boire Field,ASH
Lawrence Municipal Airport,Lawrence,MA,US,01845,42.71720123,-71.12339783,Lawrence Municipal Airport,LWM
Waterbury Oxford Airport,Oxford,CT,US,06478,41.47859955,-73.1352005,Waterbury Oxford Airport,OXC
Fitchburg Municipal Airport,Fitchburg,MA,US,01420,42.55410004,-71.75900269,Fitchburg Municipal Airport,FIT
Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,GA,US,30180,33.75650024,-84.88469696,Earl L. Small Jr. Field/Stockmar Airport,\N
Cartersville Airport,Cartersville,GA,US,30120,34.12310028,-84.84870148,Cartersville Airport,VPC
Centre-Piedmont-Cherokee County Regional Airport,Centre,AL,US,35960,34.089977,-85.610069,Centre-Piedmont-Cherokee County Regional Airport,PYP
Richard B Russell Airport,Rome,GA,US,30165,34.3506012,-85.15799713,Richard B Russell Airport,RMG
Northeast Alabama Regional Airport,Gadsden,AL,US,35904,33.972599,-86.088996,Northeast Alabama Regional Airport,GAD
Knoxville Downtown Island Airport,Knoxville,TN,US,37920,35.96390152,-83.87390137,Knoxville Downtown Island Airport,DKX
Barrow County Airport,Winder,GA,US,30680,33.98289871,-83.66739655,Barrow County Airport,WDR
Plantation Airpark,Sylvania,GA,US,30467,32.64530182,-81.5970993,Plantation Airpark,JYL
Dalton Municipal Airport,Dalton,GA,US,30721,34.72290039,-84.87020111,Dalton Municipal Airport,DNN
West Georgia Regional O V Gray Field,Carrollton,GA,US,30117,33.63100052,-85.15200043,West Georgia Regional O V Gray Field,CTJ
Lagrange Callaway Airport,LaGrange,GA,US,30240,33.00889969,-85.07260132,Lagrange Callaway Airport,LGC
Baldwin County Airport,Milledgeville,GA,US,31061,33.15420151,-83.24069977,Baldwin County Airport,MLJ
Harris County Airport,Pine Mountain,GA,US,31822,32.84069824,-84.88240051,Harris County Airport,PIM
Peachtree City Falcon Field,Atlanta,GA,US,30269,33.3572998,-84.57180023,Peachtree City Falcon Field,FFC
Lee Gilmer Memorial Airport,Gainesville,GA,US,30501,34.27259827,-83.8302002,Lee Gilmer Memorial Airport,GVL
Harry Clever Field,New Philadelpha,OH,US,44663,40.47090149,-81.41970062,Harry Clever Field,PHD
Darlington County Jetport Airport,Darlington,SC,US,29593,34.44940186,-79.89009857,Darlington County Jetport Airport,UDG
Hilton Head Airport,Hilton Head Island,SC,US,29926,32.22439957,-80.69750214,Hilton Head Airport,HHH
Daniel Field,Augusta,GA,US,30904,33.46649933,-82.03939819,Daniel Field,DNL
Foothills Regional Airport,Morganton,NC,US,28655,35.82020187,-81.61139679,Foothills Regional Airport,MRN
Pike County-Hatcher Field,Pikeville,KY,US,41501,37.5617981,-82.56639862,Pike County-Hatcher Field,PBX
Mallards Landing Airport,Locust Grove,GA,US,30248,33.36569977,-84.16519928,Mallards Landing Airport,\N
Toccoa Airport - R.G. Letourneau Field,Toccoa,GA,US,30577,34.59379959,-83.29579926,Toccoa Airport - R.G. Letourneau Field,TOC
Fort Worth Alliance Airport,Fort Worth,TX,US,76177,32.98759842,-97.31880188,Fort Worth Alliance Airport,AFW
East Troy Municipal Airport,East Troy,WI,US,53120,42.79719925,-88.37259674,East Troy Municipal Airport,57C
Lawrence Municipal Airport,Lawrence,KS,US,66044,39.01119995,-95.21659851,Lawrence Municipal Airport,LWC
Wellington Municipal Airport,Wellington,KS,US,67152,37.32360077,-97.38829803,Wellington Municipal Airport,EGT
Pompano Beach Airpark,Pompano Beach,FL,US,33060,26.24710083,-80.11109924,Pompano Beach Airpark,PMP
Shelby County Airport,Alabaster,AL,US,35007,33.17699814,-86.78279877,Shelby County Airport,EET
Sky Ranch At Carefree Airport,Carefree,AZ,US,85266,33.81809998,-111.8980026,Sky Ranch At Carefree Airport,\N
Indianapolis Metropolitan Airport,Indianapolis,IN,US,46038,39.93519974,-86.04499817,Indianapolis Metropolitan Airport,UMP
London-Corbin Airport/Magee Field,London,KY,US,40744,37.0821991,-84.0848999,London-Corbin Airport/Magee Field,LOZ
Simmons Army Air Field,Fredericksburg,NC,US,28310,35.13180161,-78.93669891,Simmons Army Air Field,FBG
John H Batten Airport,Racine,WI,US,53404,42.76060104,-87.81520081,John H Batten Airport,RAC
Redlands Municipal Airport,Redlands,CA,US,92374,34.08530045,-117.1460037,Redlands Municipal Airport,REI
Flabob Airport,Riverside,CA,US,92509,33.98970032,-117.4110031,Flabob Airport,RIR
Tacoma Narrows Airport,Tacoma,WA,US,98335,47.26789856,-122.5780029,Tacoma Narrows Airport,TIW
Jack Edwards Airport,Gulf Shores,AL,US,36542,30.29050064,-87.67179871,Jack Edwards Airport,JKA
Hazleton Municipal Airport,Hazleton,PA,US,18202,40.98680115,-75.99490356,Hazleton Municipal Airport,HZL
Greater Cumberland Regional Airport,Cumberland,WV,US,26767,39.61539841,-78.7609024,Greater Cumberland Regional Airport,CBE
Sugar Loaf Shores Airport,Key West,FL,US,33042,24.6487999,-81.57980347,Sugar Loaf Shores Airport,\N
Tri-County Regional Airport,Lone Rock,WI,US,53588,43.21170044,-90.18160248,Tri-County Regional Airport,LNR
Price County Airport,Phillips,WI,US,54555,45.70899963,-90.40249634,Price County Airport,\N
Monroe Municipal Airport,Monroe,WI,US,53566,42.61489868,-89.5904007,Monroe Municipal Airport,\N
Joliet Regional Airport,Joliet,IL,US,60431,41.51779938,-88.17549896,Joliet Regional Airport,JOT
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,IL,US,61354,41.351898,-89.153099,Illinois Valley Regional Airport-Walter A Duncan Field,VYS
Jackson County Reynolds Field,Jackson,MI,US,49202,42.25979996,-84.45939636,Jackson County Reynolds Field,JXN
Joseph A. Hardy Connellsville Airport,Connellsville,PA,US,15456,39.95920181,-79.65709686,Joseph A. Hardy Connellsville Airport,\N
Bedford County Airport,Bedford,PA,US,15522,40.08530045,-78.5121994,Bedford County Airport,\N
Wings Field,Philadelphia,PA,US,19422,40.13750076,-75.26509857,Wings Field,BBX
Okeechobee County Airport,Okeechobee,FL,US,34972,27.26280022,-80.84980011,Okeechobee County Airport,OBE
Sebring Regional Airport,Sebring,FL,US,33870,27.45639992,-81.3423996,Sebring Regional Airport,SEF
Avon Park Executive Airport,Avon Park,FL,US,33825,27.59119987,-81.52780151,Avon Park Executive Airport,AVO
Winter Haven Municipal Airport - Gilbert Field,Winter Haven,FL,US,33881,28.06290054,-81.75330353,Winter Haven Municipal Airport - Gilbert Field,GIF
Zephyrhills Municipal Airport,Zephyrhills,FL,US,33542,28.22820091,-82.15589905,Zephyrhills Municipal Airport,ZPH
Ocala International Airport - Jim Taylor Field,Ocala,FL,US,34474,29.17259979,-82.22419739,Ocala International Airport - Jim Taylor Field,OCF
Jesup Wayne County Airport,Jesup,GA,US,31546,31.55400085,-81.88249969,Jesup Wayne County Airport,JES
Madison Municipal Airport,Madison,GA,US,30650,33.61209869,-83.46040344,Madison Municipal Airport,52A
Newnan Coweta County Airport,Newnan,GA,US,30263,33.31159973,-84.76979828,Newnan Coweta County Airport,CCO
Thomson-McDuffie County Airport,Thomson,GA,US,30824,33.52970123,-82.51650238,Thomson-McDuffie County Airport,HQU
Aiken Municipal Airport,Aiken,SC,US,29805,33.6493988,-81.68499756,Aiken Municipal Airport,AIK
Woodward Field,Camden,SC,US,29020,34.28359985,-80.56490326,Woodward Field,CDN
Lumberton Regional Airport,Lumberton,NC,US,28358,34.60990143,-79.05940247,Lumberton Regional Airport,LBT
Moore County Airport,Pinehurst-Southern Pines,NC,US,28327,35.23740005,-79.3911972,Moore County Airport,SOP
Richmond County Airport,Rockingham,NC,US,28379,34.8913,-79.759598,Richmond County Airport,RCZ
Baraboo Wisconsin Dells Airport,Baraboo,WI,US,53913,43.52270126,-89.77020264,Baraboo Wisconsin Dells Airport,DLL
Statesville Regional Airport,Statesville,NC,US,28677,35.76530075,-80.9539032,Statesville Regional Airport,SVH
Burlington Municipal Airport,Burlington,WI,US,53105,42.69070053,-88.30460358,Burlington Municipal Airport,BUU
William T. Piper Memorial Airport,Lock Haven,PA,US,17745,41.13560104,-77.42230225,William T. Piper Memorial Airport,LHV
Zelienople Municipal Airport,Zelienople,PA,US,16063,40.80160141,-80.16069794,Zelienople Municipal Airport,\N
Lorain County Regional Airport,Lorain-Elyria,OH,US,44035,41.34429932,-82.17759705,Lorain County Regional Airport,LPR
Burke Lakefront Airport,Cleveland,OH,US,44114,41.51750183,-81.6832962,Burke Lakefront Airport,BKL
Chautauqua County-Dunkirk Airport,Dunkirk,NY,US,14048,42.49330139,-79.27200317,Chautauqua County-Dunkirk Airport,DKK
South Jersey Regional Airport,Mount Holly,NJ,US,08048,39.94290161,-74.84570313,South Jersey Regional Airport,VAY
Linden Airport,Linden,NJ,US,07036,40.61740112,-74.24459839,Linden Airport,LDJ
Tri State Steuben County Airport,Angola,IN,US,46703,41.639702,-85.083504,Tri State Steuben County Airport,ANQ
Warsaw Municipal Airport,Warsaw,IN,US,46582,41.27470016,-85.84010315,Warsaw Municipal Airport,\N
Van Wert County Airport,Van Wert,OH,US,45891,40.86470032,-84.60939789,Van Wert County Airport,VNW
Brooks Field,Marshall,MI,US,49068,42.25120163,-84.95549774,Brooks Field,\N
Genesee County Airport,Batavia,NY,US,14020,43.03170013,-78.16760254,Genesee County Airport,GVQ
Clearwater Air Park,Clearwater,FL,US,33755,27.97669983,-82.75869751,Clearwater Air Park,CLW
Chicago Meigs Airport,Chicago,IL,US,60605,41.85879898,-87.60790253,Chicago Meigs Airport,CGX
Pickens County Airport,Jasper,GA,US,30143,34.45339966,-84.45739746,Pickens County Airport,JZP
Grand Strand Airport,North Myrtle Beach,SC,US,29582,33.81169891,-78.72389984,Grand Strand Airport,CRE
Lansing Municipal Airport,Lansing,IL,US,60411,41.53490067,-87.52950287,Lansing Municipal Airport,IGQ
Ramona Airport,Ramona,CA,US,92065,33.03919983,-116.9150009,Ramona Airport,RNM
Branch County Memorial Airport,Coldwater,MI,US,49036,41.9333992,-85.05259705,Branch County Memorial Airport,OEB
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,PA,US,18644,41.29719925,-75.85119629,Wilkes Barre Wyoming Valley Airport,WBW
Willoughby Lost Nation Municipal Airport,Willoughby,OH,US,44060,41.68399811,-81.38970184,Willoughby Lost Nation Municipal Airport,LNN
Capital City Airport,Frankfort,KY,US,40601,38.18249893,-84.90470123,Capital City Airport,FFT
Auburn Lewiston Municipal Airport,Lewiston,ME,US,04210,44.04850006,-70.28350067,Auburn Lewiston Municipal Airport,LEW
Bloyer Field,Tomah,WI,US,54660,43.97499847,-90.48349762,Bloyer Field,\N
Marco Island Airport,Marco Island Airport,FL,US,34114,25.99500084,-81.67250061,Marco Island Airport,MRK
Drummond Island Airport,Drummond Island,MI,US,49726,46.00930023,-83.74389648,Drummond Island Airport,DRM
Gladwin Zettel Memorial Airport,Gladwin,MI,US,48624,43.97060013,-84.47499847,Gladwin Zettel Memorial Airport,GDW
South Haven Area Regional Airport,South Haven,MI,US,49090,42.3512001,-86.25569916,South Haven Area Regional Airport,LWA
Marshfield Municipal Airport,Marshfield,WI,US,54449,44.63690186,-90.18930054,Marshfield Municipal Airport,MFI
Alexander Field South Wood County Airport,Wisconsin Rapids,WI,US,54494,44.36029816,-89.83899689,Alexander Field South Wood County Airport,ISW
Clinton Municipal Airport,Clinton,IA,US,52732,41.83110046,-90.32910156,Clinton Municipal Airport,CWI
Beverly Municipal Airport,Beverly,MA,US,01923,42.58420181,-70.91649628,Beverly Municipal Airport,BVY
Poplar Bluff Municipal Airport,Poplar Bluff,MO,US,63901,36.77389908,-90.32489777,Poplar Bluff Municipal Airport,POF
Somerset Airport,Somerville,NJ,US,07921,40.62599945,-74.67019653,Somerset Airport,\N
Eastport Municipal Airport,Eastport,ME,US,04631,44.91009903,-67.01270294,Eastport Municipal Airport,EPM
Keokuk Municipal Airport,Keokuk,IA,US,52632,40.4598999,-91.42849731,Keokuk Municipal Airport,EOK
St Paul Downtown Holman Field,St. Paul,MN,US,55107,44.93450165,-93.05999756,St Paul Downtown Holman Field,STP
Oconomowoc Airport,Oconomowoc,WI,US,53066,43.13890076,-88.47229767,Oconomowoc Airport,\N
Butler Co Regional Airport - Hogan Field,Hamilton,OH,US,45015,39.36380005,-84.52200317,Butler Co Regional Airport - Hogan Field,\N
Fond du Lac County Airport,Fond du Lac,WI,US,54937,43.77119827,-88.48840332,Fond du Lac County Airport,FLD
Waupaca Municipal Airport,Waupaca,WI,US,54981,44.33330154,-89.01979828,Waupaca Municipal Airport,PCZ
Stevens Point Municipal Airport,Stevens Point,WI,US,54482,44.54520035,-89.53029633,Stevens Point Municipal Airport,STE
Luce County Airport,Newberry,MI,US,49868,46.31119919,-85.45729828,Luce County Airport,ERY
Galion Municipal Airport,Galion,OH,US,44833,40.7533989,-82.72380066,Galion Municipal Airport,GQQ
ClarksvilleðððMontgomery County Regional Airport,Clarksville,TN,US,37042,36.62189865,-87.41500092,ClarksvilleðððMontgomery County Regional Airport,CKV
Lompoc Airport,Lompoc,CA,US,93436,34.66559982,-120.4680023,Lompoc Airport,LPC
Chester County G O Carlson Airport,Coatesville,PA,US,19320,39.97900009,-75.8655014,Chester County G O Carlson Airport,CTH
Lake Placid Airport,Lake Placid,NY,US,12946,44.26449966,-73.9618988,Lake Placid Airport,LKP
Lima Allen County Airport,Lima,OH,US,45804,40.706902,-84.026703,Lima Allen County Airport,AOH
Malcolm McKinnon Airport,Brunswick,GA,US,31522,31.15180016,-81.39129639,Malcolm McKinnon Airport,SSI
Beaver County Airport,Beaver Falls,PA,US,15010,40.77249908,-80.3914032,Beaver County Airport,BFP
Georgetown County Airport,Georgetown,SC,US,29440,33.31169891,-79.31960297,Georgetown County Airport,GGE
Hardwick Field,Cleveland,TN,US,37312,35.2201004,-84.83239746,Hardwick Field,HDI
Renton Municipal Airport,Renton,WA,US,98057,47.49309921,-122.2160034,Renton Municipal Airport,RNT
Brackett Field,La Verne,CA,US,91750,34.09159851,-117.7819977,Brackett Field,POC
Cross City Airport,Cross City,FL,US,32628,29.63549995,-83.10479736,Cross City Airport,CTY
Oconee County Regional Airport,Clemson,SC,US,29678,34.6719017,-82.8864975,Oconee County Regional Airport,CEU
Beech Factory Airport,Wichita,KS,US,67206,37.69449997,-97.21499634,Beech Factory Airport,BEC
Tom B. David Field,Calhoun,GA,US,30701,34.45539856,-84.93920135,Tom B. David Field,\N
Habersham County Airport,Cornelia,GA,US,30531,34.49990082,-83.55670166,Habersham County Airport,\N
Georgetown Municipal Airport,Georgetown,TX,US,78628,30.67880058,-97.67939758,Georgetown Municipal Airport,GTU
Old Rhinebeck Airport,Rhinebeck,NY,US,12571,41.9715004,-73.86289978,Old Rhinebeck Airport,\N
Sidney Municipal-Lloyd W Carr Field,Sidney,NE,US,69162,41.10129929,-102.9850006,Sidney Municipal-Lloyd W Carr Field,SNY
Kalaeloa Airport,Kapolei,HI,US,96707,21.3074,-158.070009,Kalaeloa Airport,\N
